College,Status,Team,Experience,LastName,FirstName,Number,PlayerId,Position
Bethune-Cookman,Retired, ,4 Seasons,"Reese, Booker", ,bookerreese/2523886,
Purdue,Retired, ,11 Seasons,"Phillips, Shaun", ,shaunphillips/2505923,
Kent State,Retired, ,3 Seasons,"Zahursky, Steve", ,stevezahursky/2503846,
North Carolina,Retired, ,8 Seasons,"Sensabaugh, Gerald", ,geraldsensabaugh/2506492,
Bowling Green State,Retired, ,1 Season,"Nelson, Mark", ,marknelson/2522030,
Illinois,Retired, ,1 Season,"Reichle, Dick", ,dickreichle/2523921,
No College,Retired, ,1 Season,"Fishman, Alec", ,alecfishman/2514074,
Houston,Retired, ,10 Seasons,"Anders, Kimble", ,kimbleanders/2499414,
Virginia Tech,Retired, ,5 Seasons,"McCadam, Kevin", ,kevinmccadam/2504990,
Texas A&M,Retired, ,3 Seasons,"Bean, Bubba", ,bubbabean/2509233,
Syracuse,Retired, ,6 Seasons,"Fiammetta, Tony", ,tonyfiammetta/71299,
LSU,Unsigned free agent,San Francisco 49ers,10th season,"Dorsey, Glenn",90,glenndorsey/218,NT
Miami (Fla.),Unsigned free agent,Los Angeles Chargers,7th season,"Franklin, Orlando",74,orlandofranklin/2495151,OG
Tennessee,Retired, ,2 Seasons,"Terry, Corey", ,coreyterry/2503279,
Cal Poly-S.L.O.,Active,Green Bay Packers,Rookie,"Letuligasenoa, Josh", ,joshletuligasenoa/2559081,LB
Louisville,Retired, ,1 Season,"Jeffries, Curtis", ,curtisjeffries/2517463,
Tennessee-Chattanooga,Active,Tennessee Titans,Rookie,"Levin, Corey", ,coreylevin/2558271,OG
Michigan State,Retired, ,2 Seasons,"Sayler, Jace", ,jacesayler/2504453,
San Jose State,Retired, ,2 Seasons,"Alexakos, Steve", ,stevealexakos/2508305,
Purdue,Retired, ,11 Seasons,"Light, Matt", ,mattlight/2504784,
Tennessee State,Active,Baltimore Ravens,6th season,"Levine, Anthony",41,anthonylevine/2508004,CB
Centenary,Retired, ,1 Season,"Rebsamen, Paul", ,paulrebsamen/2523824,
Michigan,Retired, ,1 Season,"Pierce, Dick", ,dickpierce/2523224,
Oklahoma,Retired, ,2 Seasons,"Reese, Jerry", ,jerryreese/2523893,
Wyoming,Retired, ,8 Seasons,"Bebout, Nick", ,nickbebout/2509264,
Colorado State,Retired, ,1 Season,"Ivlow, John", ,johnivlow/2501312,
Michigan,Retired, ,12 Seasons,"Backus, Jeff", ,jeffbackus/2504693,
South Carolina State,Retired, ,1 Season,"Oglesby, Cedric", ,cedricoglesby/2504342,
Penn State,Retired, ,5 Seasons,"King, Justin", ,justinking/1726,
Hampton,Retired, ,1 Season,"Reeberg, Lucien", ,lucienreeberg/2523845,
Utah State,Retired, ,1 Season,"Whimpey, Kevin", ,kevinwhimpey/2553747,
Nebraska,Retired, ,3 Seasons,"Patrick, Chris", ,chrispatrick/2507313,
Northwestern State-Louisiana,Retired, ,3 Seasons,"Lewis, Kevin", ,kevinlewis/2519457,
USC,Retired, ,2 Seasons,"O'Hara, Pat", ,pato'hara/2502326,
Northeastern,Retired, ,1 Season,"Klemic, Dave", ,daveklemic/2504408,
Oregon State,Active,Atlanta Falcons,9th season,"Levitre, Andy", ,andylevitre/71363,G
Middle Tennessee State,Retired, ,2 Seasons,"Cherry, Bill", ,billcherry/2511409,
West Virginia,Retired, ,11 Seasons,"Marconi, Joe", ,joemarconi/2520127,
Colorado State,Retired, ,5 Seasons,"Lee, Keith", ,keithlee/2519282,
Bucknell,Retired, ,2 Seasons,"Halicki, Eddie", ,eddiehalicki/2515612,
Michigan State,Retired, ,4 Seasons,"Caulcrick, Jehuu", ,jehuucaulcrick/1355,
Ohio U.,Retired, ,2 Seasons,"Carthen, Jason", ,jasoncarthen/2500020,
Texas Christian,Retired, ,1 Season,"McCarty, Mickey", ,mickeymccarty/2520535,
Baylor,Retired, ,3 Seasons,"Kirchner, Mark", ,markkirchner/2518544,
Connecticut,Active,San Francisco 49ers,Rookie,"Levy, Richard", ,richardlevy/2559082,OG
Michigan,Retired, ,2 Seasons,"Keating, Bill", ,billkeating/2518208,
Ohio State,Retired, ,1 Season,"Padan, Bob", ,bobpadan/2522649,
Michigan,Active,Tennessee Titans,4th season,"Lewan, Taylor",77,taylorlewan/2550132,T
Richmond,Retired, ,1 Season,"Christensen, Erik", ,erikchristensen/2511454,
Notre Dame,Active,Chicago Bears,4th season,"Lewis-Moore, Kapron", ,kapronlewis-moore/2539276,DE
Southern Mississippi,Retired, ,9 Seasons,"Lipps, Louis", ,louislipps/2501766,
Nebraska,Active,Baltimore Ravens,2nd season,"Lewis, Alex",72,alexlewis/2555353,OG
Troy,Retired, ,1 Season,"Pittman, Marcus", ,marcuspittman/2507516,
USC,Retired, ,1 Season,"Webb, David", ,davidwebb/2503578,
Presbyterian,Retired, ,4 Seasons,"Waters, Bob", ,bobwaters/2528330,
Kansas State,Retired, ,4 Seasons,"Washington, Rashad", ,rashadwashington/2505884,
Arkansas,Retired, ,1 Season,"Cato, Daryl", ,darylcato/2511288,
Central Arkansas,Active,Buffalo Bills,1st season,"Lewis, Dezmin", ,dezminlewis/2552411,WR
Georgia,Retired, ,3 Seasons,"Ridlehuber, Preston", ,prestonridlehuber/2524148,
Cincinnati,Retired, ,1 Season,"Webster, Aaron", ,aaronwebster/2528430,
Syracuse,Retired, ,1 Season,"LaCasse, Ryan", ,ryanlacasse/2495883,
Emporia State,Retired, ,6 Seasons,"Campbell, Glenn", ,glenncampbell/2510975,
Pittsburgh,Active,New England Patriots,6th season,"Lewis, Dion", ,dionlewis/2495469,RB
Notre Dame,Retired, ,1 Season,"Eichenlaub, Ray", ,rayeichenlaub/2513519,
Boise State,Retired, ,2 Seasons,"Gallarda, Tommy", ,tommygallarda/2530682,
Michigan,Active,Dallas Cowboys,Rookie,"Lewis, Jourdan", ,jourdanlewis/2557920,CB
Texas,Retired, ,1 Season,"Atessis, Bill", ,billatessis/2508704,
Arkansas State,Retired, ,1 Season,"Walker, Daylan", ,daylanwalker/2508018,
South Carolina,Retired, ,6 Seasons,"Gambrell, Billy", ,billygambrell/2514592,
LSU,Retired, ,4 Seasons,"Jackson, Chevis", ,chevisjackson/1296,
Iowa,Retired, ,12 Seasons,"Early, Quinn", ,quinnearly/2500502,
USC,Retired, ,3 Seasons,"Thomas, Kelly", ,kellythomas/2527265,
New Mexico State,Retired, ,3 Seasons,"Ford, Darryl", ,darrylford/2500678,
Minnesota,Retired, ,2 Seasons,"Lawrence, Simoni", ,simonilawrence/496933,
Minnesota,Retired, ,1 Season,"Johnson, Dick", ,dickjohnson/2517743,
Nebraska,Retired, ,2 Seasons,"Veland, Tony", ,tonyveland/2503462,
South Carolina State,Retired, ,13 Seasons,"Chavous, Barney", ,barneychavous/2511385,
Stanford,Retired, ,2 Seasons,"Thomas, Chase", ,chasethomas/2539314,
Tennessee,Active,Oakland Raiders,Rookie,"Lewis, LaTroy", ,latroylewis/2559083,LB
Wayne State (Mich.),Retired, ,4 Seasons,"Beer, Tom", ,tombeer/2499596,
North Dakota State,Retired, ,14 Seasons,"Nelson, Steve", ,stevenelson/2522038,
Minnesota,Retired, ,5 Seasons,"Jelacic, Jon", ,jonjelacic/2517468,
Central Michigan,Retired, ,1 Season,"Phillips, Andy", ,andyphillips/2553843,
Carlisle,Retired, ,1 Season,"Gardner, Birdie", ,birdiegardner/2514625,
Miami (Fla.),Active,Miami Dolphins,Rookie,"Lewis, Malcolm", ,malcolmlewis/2559050,WR
Houston,Retired, ,3 Seasons,"Edwards, Pat", ,patedwards/2532833,
Oregon,Retired, ,4 Seasons,"Rhea, Floyd", ,floydrhea/2524021,
Texas A&M,Unsigned free agent,San Francisco 49ers,5th season,"Jerod-Eddie, Tony",63,tonyjerod-eddie/2534866,DE
Syracuse,Retired, ,3 Seasons,"Watt, Joe", ,joewatt/2528371,
Texas A&M,Retired, ,2 Seasons,"Anthony, Cornelius", ,corneliusanthony/2504386,
Purdue,Retired, ,1 Season,"Ippolito, Tony", ,tonyippolito/2517176,
Arizona State,Retired, ,10 Seasons,"Malone, Mark", ,markmalone/2520038,
Wisconsin,Retired, ,2 Seasons,"Davis, Nick", ,nickdavis/2504830,
Pittsburgh,Retired, ,1 Season,"English, R.J.", ,r.j.english/2504925,
UCLA,Active,Jacksonville Jaguars,12th season,"Lewis, Marcedes",89,marcedeslewis/2495888,TE
Wisconsin,Retired, ,2 Seasons,"Nagy, Bill", ,billnagy/2499285,
Texas,Retired, ,2 Seasons,"Samuels, Chris", ,chrissamuels/2524837,
South Carolina,Active,Buffalo Bills,Rookie,"Lewis, Marquavius", ,marquaviuslewis/2559207,DT
Texas A&M,Active,Buffalo Bills,5th season,"Lewis, Patrick",67,patricklewis/2541855,C
Ohio State,Retired, ,1 Season,"Wetzel, Buzz", ,buzzwetzel/2528590,
Bowling Green State,Active,New York Giants,2nd season,"Lewis, Roger",82,rogerlewis/2556592,WR
California,Retired, ,6 Seasons,"Newton, Tom", ,tomnewton/2522110,
Boston College,Retired, ,1 Season,"Patchan, Matt", ,mattpatchan/2550499,
Stephen F. Austin St.,Retired, ,4 Seasons,"Marshall, Bud", ,budmarshall/2520211,
Louisville,Retired, ,10 Seasons,"Johnson, Eddie", ,eddiejohnson/2517620,
Massachusetts,Retired, ,6 Seasons,"Schubert, Steve", ,steveschubert/2525120,
William & Mary,Retired, ,2 Seasons,"Hardy, Isham", ,ishamhardy/2515824,
Syracuse,Retired, ,2 Seasons,"Anderson, Ri'Shard", ,ri'shardanderson/2550473,
Syracuse,Retired, ,1 Season,"Kimmel, Jerry", ,jerrykimmel/2518456,
Pittsburgh,Active,Arizona Cardinals,Rookie,"Lewis, Ryan", ,ryanlewis/2559208,DB
Colorado State,Retired, ,2 Seasons,"Nugent, Terry", ,terrynugent/2522302,
Wisconsin,Retired, ,2 Seasons,"Welsh, Jonathan", ,jonathanwelsh/2506484,
Clemson,Retired, ,1 Season,"Jackson, Rashaad", ,rashaadjackson/2507685,
Stanford,Retired, ,10 Seasons,"Washington, Gene", ,genewashington/2528285,
Kentucky,Retired, ,1 Season,"Ransdell, Bill", ,billransdell/2523746,
Tennessee-Chattanooga,Retired, ,1 Season,"Oniskey, Dick", ,dickoniskey/2522518,
Massachusetts,Retired, ,0 Season,"James, Shannon", ,shannonjames/2517389,
Northern Illinois,Active,New Orleans Saints,2nd season,"Lewis, Tommylee",87,tommyleelewis/2556752,WR
Illinois State,Active,Tampa Bay Buccaneers,1st season,"Liedtke, Michael", ,michaelliedtke/2553669,OG
Santa Clara,Retired, ,1 Season,"Vinnola, Paul", ,paulvinnola/2527979,
East Carolina,Retired, ,8 Seasons,"Bass, Glenn", ,glennbass/2509125,
Florida State,Retired, ,7 Seasons,"Carter, Dexter", ,dextercarter/2500014,
Tulsa,Retired, ,3 Seasons,"Kinne, G.J.", ,g.j.kinne/2535827,
Maryland,Retired, ,4 Seasons,"Kershaw, William", ,williamkershaw/2506825,
Illinois,Retired, ,1 Season,"Norman, Tim", ,timnorman/2522248,
Louisville,Retired, ,5 Seasons,"Flores, Mike", ,mikeflores/2500654,
Mississippi State,Retired, ,8 Seasons,"Jackson, Kirby", ,kirbyjackson/2501331,
Utah State,Retired, ,1 Season,"King, Henry", ,henryking/2518501,
Nebraska,Retired, ,6 Seasons,"Nicks, Carl", ,carlnicks/1264,
Mississippi,Active,Seattle Seahawks,Rookie,"Liggins, Jeremy", ,jeremyliggins/2559305,DT
Texas,Retired, ,2 Seasons,"Palmer, Scott", ,scottpalmer/2522681,
William Penn,Retired, ,1 Season,"DiMarco, Nick", ,nickdimarco/2550931,
Toledo,Retired, ,1 Season,"Varajon, Mike", ,mikevarajon/2527895,
No College,Retired, ,3 Seasons,"Foster, Bob", ,bobfoster/2514280,
Louisville,Retired, ,10 Seasons,"Calland, Lee", ,leecalland/2510938,
California,Retired, ,2 Seasons,"Taylor, Troy", ,troytaylor/2503269,
Maryland,Active,New England Patriots,Rookie,"Likely, William", ,williamlikely/2558272,DB
Michigan State,Retired, ,1 Season,"Kinek, Mike", ,mikekinek/2518476,
Missouri,Unsigned free agent,Kansas City Chiefs,9th season,"Maclin, Jeremy",19,jeremymaclin/80429,WR
Tennessee,Retired, ,4 Seasons,"Adams, Brent", ,brentadams/2508197,
Miami (Fla.),Active,Jacksonville Jaguars,4th season,"Linder, Brandon",65,brandonlinder/2543729,C
Loyola Marymount,Retired, ,1 Season,"Cheatham, Ernie", ,erniecheatham/2511387,
Georgia,Retired, ,1 Season,"Pennington, Tom", ,tompennington/2522980,
Florida State,Retired, ,1 Season,"Johnson, Greg", ,gregjohnson/2517646,
Bowling Green State,Retired, ,8 Seasons,"Rivers, Jamie", ,jamierivers/2524227,
Oregon,Retired, ,5 Seasons,"Maehl, Jeff", ,jeffmaehl/2530713,
North Carolina State,Retired, ,1 Season,"Watson, Asa", ,asawatson/2550311,
No College,Retired, ,2 Seasons,"Kelsch, Mose", ,mosekelsch/2518306,
Harvard,Active,Buffalo Bills,Rookie,"Lindsey, Jacob", ,jacoblindsey/2558804,LB
Pittsburgh,Retired, ,3 Seasons,"Weinstock, Izzy", ,izzyweinstock/2528470,
Mississippi State,Retired, ,3 Seasons,"Garrett, Dub", ,dubgarrett/2514667,
Iowa,Retired, ,7 Seasons,"Klein, Dick", ,dickklein/2518594,
Colorado,Retired, ,1 Season,"Barnes, Marlon", ,marlonbarnes/2499544,
Texas-El Paso,Retired, ,7 Seasons,"Daney, George", ,georgedaney/2512430,
California,Retired, ,5 Seasons,"Albrecht, Ted", ,tedalbrecht/2508291,
John Carroll,Retired, ,11 Seasons,"Taseff, Carl", ,carltaseff/2527027,
Southern Illinois,Injured reserve,Tampa Bay Buccaneers,Rookie,"Barnett, Deondre", ,deondrebarnett/2558909,DE
Brigham Young,Retired, ,4 Seasons,"Nixon, David", ,davidnixon/2507723,
Texas Christian,Retired, ,1 Season,"Flowers, Keith", ,keithflowers/2514165,
Louisiana-Lafayette,Retired, ,7 Seasons,"Adams, Michael", ,michaeladams/2507266,
George Washington,Retired, ,1 Season,"Liddick, Dave", ,daveliddick/2519493,
Ohio State,Active,Green Bay Packers,4th season,"Linsley, Corey",63,coreylinsley/2543631,C
Dartmouth,Retired, ,1 Season,"MacLeod, Bob", ,bobmacleod/2519928,
Michigan,Retired, ,3 Seasons,"Knight, Marcus", ,marcusknight/2503919,
Texas A&M,Retired, ,8 Seasons,"Todd, Dick", ,dicktodd/2527484,
Princeton,Retired, ,2 Seasons,"Perantoni, Frank", ,frankperantoni/2522998,
Michigan State,Active,Miami Dolphins,3rd season,"Lippett, Tony",36,tonylippett/2552427,CB
Washington,Active,Los Angeles Rams,2nd season,"Littleton, Cory",58,corylittleton/2556593,OLB
Georgetown,Retired, ,1 Season,"Barron, Jim", ,jimbarron/2509083,
Alabama,Retired, ,1 Season,"Eberdt, Jess", ,jesseberdt/2513431,
California-Santa Barbara,Retired, ,3 Seasons,"Cathcart, Sam", ,samcathcart/2511286,
Baylor,Retired, ,8 Seasons,"Carlson, Cody", ,codycarlson/2499989,
Texas Southern,Retired, ,1 Season,"Davis, Daniel", ,danieldavis/2507533,
Bowling Green State,Retired, ,1 Season,"Wallace, Roger", ,rogerwallace/2528151,
Colorado,Active,Tampa Bay Buccaneers,Rookie,"Liufau, Sefo", ,sefoliufau/2558967,QB
Texas A&M,Retired, ,8 Seasons,"Wallace, Aaron", ,aaronwallace/2503514,
Texas Southern,Retired, ,9 Seasons,"Allen, Nate", ,nateallen/2508395,
Utah State,Retired, ,3 Seasons,"Mayberry, Doug", ,dougmayberry/2520420,
North Alabama,Retired, ,5 Seasons,"Harris, Corey", ,coreyharris/2503885,
San Jose State,Retired, ,2 Seasons,"Norton, Ray", ,raynorton/2522274,
St. Francis (PA),Retired, ,1 Season,"Magulick, George", ,georgemagulick/2519978,
Illinois,Active,Los Angeles Chargers,7th season,"Liuget, Corey",94,coreyliuget/2495483,DE
Temple,Retired, ,1 Season,"Getchell, Gorham", ,gorhamgetchell/2514785,
North Dakota,Retired, ,1 Season,"Martin, Tracy", ,tracymartin/2520266,
Iowa State,Retired, ,1 Season,"Vanderloo, Viv", ,vivvanderloo/2527848,
Memphis,Unsigned free agent,Pittsburgh Steelers,12th season,"Williams, DeAngelo",34,deangelowilliams/2495979,RB
Nebraska,Retired, ,2 Seasons,"Kelsay, Chad", ,chadkelsay/2501587,
Morgan State,Retired, ,1 Season,"Johnson, Cliff", ,cliffjohnson/2505742,
Wisconsin,Retired, ,1 Season,"Eckl, Bob", ,bobeckl/2513448,
Virginia,Retired, ,8 Seasons,"Davis, Tyrone", ,tyronedavis/2500336,
Marquette,Retired, ,2 Seasons,"Radick, Ken", ,kenradick/2523680,
UCLA,Active,Indianapolis Colts,5th season,"Locke, Jeff", ,jefflocke/2540237,P
New Hampshire,Retired, ,8 Seasons,"Gordon, Dwayne", ,dwaynegordon/2500844,
Bowling Green State,Retired, ,10 Seasons,"Weger, Mike", ,mikeweger/2528454,
Purdue,Retired, ,3 Seasons,"Scott, Chris", ,chrisscott/2525182,
Lindenwood,Retired, ,5 Seasons,"Schaefering, Brian", ,brianschaefering/2507437,
Southern Mississippi,Retired, ,20 Seasons,"Favre, Brett", ,brettfavre/2500606,
Kansas State,Active,Seattle Seahawks,3rd season,"Lockett, Tyler",16,tylerlockett/2552430,WR
Illinois State,Retired, ,1 Season,"Fitzpatrick, Larry", ,larryfitzpatrick/2500644,
Georgia Tech,Retired, ,8 Seasons,"Economos, Andrew", ,andreweconomos/2506134,
Florida,Retired, ,6 Seasons,"Nattiel, Ricky", ,rickynattiel/2502262,
Arkansas,Active,New Orleans Saints,1st season,"Loewen, Mitchell", ,mitchellloewen/2556753,DE
Villanova,Retired, ,3 Seasons,"Reilly, Kevin", ,kevinreilly/2523940,
Northern Illinois,Retired, ,6 Seasons,"Vaughn, Clarence", ,clarencevaughn/2503456,
Appalachian State,Retired, ,1 Season,"Dawkins, Tommy", ,tommydawkins/2512653,
Miami (Fla.),Retired, ,2 Seasons,"Dennison, Glenn", ,glenndennison/2512801,
LSU,Retired, ,11 Seasons,"Leggett, Earl", ,earlleggett/2519316,
Colorado State,Retired, ,1 Season,"Nichols, Mark", ,marknichols/2522126,
Bucknell,Retired, ,2 Seasons,"Ostendarp, Jim", ,jimostendarp/2522578,
Kansas State,Retired, ,1 Season,"Thompson, Tramaine", ,tramainethompson/2550264,
Albany,Active,Buffalo Bills,Rookie,"Logan, Abner", ,abnerlogan/2559339,LB
South Dakota State,Retired, ,12 Seasons,"Timmerman, Adam", ,adamtimmerman/2503362,
Nebraska,Retired, ,2 Seasons,"Jeter, Tony", ,tonyjeter/2517528,
Shippensburg,Retired, ,12 Seasons,"Davis, Rob", ,robdavis/2500325,
LSU,Active,Kansas City Chiefs,5th season,"Logan, Bennie", ,bennielogan/2540163,DT
Penn State,Retired, ,8 Seasons,"Saul, Bill", ,billsaul/2524940,
Stanford,Retired, ,1 Season,"Dittman, Seth", ,sethdittman/2500406,
No College,Retired, ,2 Seasons,"Petrilas, Bill", ,billpetrilas/2523116,
Howard Payne,Retired, ,1 Season,"Kirk, Ernest", ,ernestkirk/2518545,
Oklahoma State,Retired, ,4 Seasons,"King, Joe", ,joeking/2501617,
Washington & Jefferson,Retired, ,2 Seasons,"Norman, Will", ,willnorman/2522250,
North Carolina,Active,Arizona Cardinals,Rookie,"Logan, T.J.", ,t.j.logan/2558273,RB
Montana State,Retired, ,1 Season,"Kalafat, Jim", ,jimkalafat/2518099,
Oregon,Active,Baltimore Ravens,Rookie,"Lokombo, Boseko", ,bosekolokombo/2558309,LB
Minnesota,Retired, ,1 Season,"Hansen, Hal", ,halhansen/2515771,
Virginia,Active,Philadelphia Eagles,10th season,"Long, Chris", ,chrislong/276,DE
Oregon,Active,Chicago Bears,5th season,"Long, Kyle",75,kylelong/2539933,OG
Colorado,Retired, ,1 Season,"Johnson, Ken", ,kenjohnson/2517690,
Texas Tech,Retired, ,1 Season,"Carrell, John", ,johncarrell/2511143,
Colorado State,Retired, ,1 Season,"Maeda, Chet", ,chetmaeda/2519956,
Tulsa,Retired, ,4 Seasons,"Webster, Cornell", ,cornellwebster/2528433,
Minnesota,Retired, ,2 Seasons,"Kersten, Wally", ,wallykersten/2518383,
Kansas State,Retired, ,2 Seasons,"Taylor, Corky", ,corkytaylor/2527065,
Miami (Fla.),Retired, ,5 Seasons,"Adkins, Spencer", ,spenceradkins/238455,
Miami (Fla.),Retired, ,3 Seasons,"Newbill, Richard", ,richardnewbill/2502283,
Washington State,Retired, ,1 Season,"Childs, Ron", ,ronchilds/2500064,
Brigham Young,Retired, ,1 Season,"Baker, Wayne", ,waynebaker/2508899,
Toledo,Retired, ,2 Seasons,"Page, Eric", ,ericpage/2533544,
Loyola Marymount,Retired, ,4 Seasons,"Giancanelli, Hal", ,halgiancanelli/2514799,
Oklahoma,Retired, ,3 Seasons,"McAdams, Carl", ,carlmcadams/2520455,
Nebraska,Active,Washington Redskins,4th season,"Long, Spencer",61,spencerlong/2550140,C
Rutgers,Active,Detroit Lions,1st season,"Longa, Steve",58,stevelonga/2556595,OLB
San Diego State,Retired, ,1 Season,"Aronson, Doug", ,dougaronson/2508668,
George Washington,Retired, ,1 Season,"Keahey, Duce", ,ducekeahey/2518196,
Indiana,Retired, ,3 Seasons,"Halterman, Aaron", ,aaronhalterman/2506175,
Southern Methodist,Retired, ,2 Seasons,"Maley, Howie", ,howiemaley/2520017,
Detroit Mercy,Retired, ,2 Seasons,"O'Neill, Bill", ,billo'neill/2522516,
Northwest Missouri State,Active,Los Angeles Rams,3rd season,"Longacre, Matt",96,mattlongacre/2553722,DE
Wake Forest,Active,Dallas Cowboys,5th season,"Looney, Joe",73,joelooney/2532896,OG
Texas A&M,Retired, ,8 Seasons,"Dennard, Mark", ,markdennard/2512789,
Jacksonville State,Retired, ,10 Seasons,"Owens, Terry", ,terryowens/2522634,
Michigan,Retired, ,9 Seasons,"Darden, Thom", ,thomdarden/2512462,
Florida State,Retired, ,2 Seasons,"Gardner, Talman", ,talmangardner/2505613,
Texas Christian,Retired, ,7 Seasons,"Handler, Phil", ,philhandler/2515734,
Georgia,Retired, ,2 Seasons,"Johnson, Smiley", ,smileyjohnson/2517655,
Holy Cross,Retired, ,1 Season,"Alberghini, Tom", ,tomalberghini/2508286,
Wayne State (Mich.),Unsigned free agent,Detroit Lions,7th season,"Bell, Joique",44,joiquebell/497145,RB
Nevada-Las Vegas,Active,Dallas Cowboys,3rd season,"Lotulelei, John", ,johnlotulelei/2539992,LB
Mississippi State,Retired, ,5 Seasons,"Canale, Justin", ,justincanale/2511009,
San Jose State,Retired, ,1 Season,"Reese, Jerry", ,jerryreese/2523894,
Utah,Active,Carolina Panthers,5th season,"Lotulelei, Star",98,starlotulelei/2539329,DT
Wisconsin,Retired, ,1 Season,"Pedersen, Jacob", ,jacobpedersen/2550241,
LSU,Active,Baltimore Ravens,1st season,"Louis, Lamar",59,lamarlouis/2556438,LB
Southern Methodist,Retired, ,2 Seasons,"Bedford, Gene", ,genebedford/2509289,
Illinois,Retired, ,2 Seasons,"Foster, Glenn", ,glennfoster/2541160,
Baylor,Retired, ,8 Seasons,"Thompson, Reyna", ,reynathompson/2503341,
Marshall,Retired, ,1 Season,"Davis, Josh", ,joshdavis/2506216,
Auburn,Active,Cleveland Browns,2nd season,"Louis, Ricardo",80,ricardolouis/2555473,WR
Southwestern Oklahoma State,Retired, ,1 Season,"Gore, Gordon", ,gordongore/2515097,
Arizona State,Retired, ,6 Seasons,"Ioane, Junior", ,juniorioane/2504112,
Old Dominion,Active,Philadelphia Eagles,1st season,"Lovato, Rick",45,ricklovato/2553557,LS
Trinity (Conn.),Retired, ,2 Seasons,"Nordstrom, Swede", ,swedenordstrom/2522235,
Illinois,Retired, ,1 Season,"Reda, Jason", ,jasonreda/2507436,
Michigan,Retired, ,1 Season,"Pearson, Dave", ,davepearson/2505743,
Tulsa,Retired, ,9 Seasons,"Thompson, Tommy", ,tommythompson/2527364,
Chapman,Retired, ,1 Season,"Orns, Fred", ,fredorns/2522540,
Houston,Retired, ,3 Seasons,"Carr, Paul", ,paulcarr/2511134,
